time, precipm, precipi
2011-03-06 06:51, 0.0, 0.00
2011-03-06 08:51, 0.3, 0.01
2011-03-06 09:22, 0.8, 0.03
2011-03-06 09:30, 0.8, 0.03
2011-03-06 09:49, 1.0, 0.04
2011-03-06 09:51, 1.0, 0.04
2011-03-06 09:56, 0.0, 0.00
2011-03-06 10:51, 0.8, 0.03
2011-03-06 10:53, 0.0, 0.00
2011-03-06 11:07, 0.5, 0.02
2011-03-06 11:29, 2.3, 0.09
2011-03-06 11:44, 2.8, 0.11
2011-03-06 11:51, 2.8, 0.11
2011-03-06 12:31, 0.8, 0.03
2011-03-06 12:40, 0.8, 0.03
2011-03-06 12:51, 1.3, 0.05
2011-03-06 13:13, 0.0, 0.00
2011-03-06 13:22, 0.5, 0.02
2011-03-06 13:44, 0.8, 0.03
2011-03-06 13:51, 0.8, 0.03
2011-03-06 14:51, 0.3, 0.01
2011-03-06 15:07, 0.5, 0.02
2011-03-06 15:51, 1.5, 0.06
2011-03-06 16:01, 0.5, 0.02
2011-03-06 16:15, 1.5, 0.06
2011-03-06 16:30, 3.3, 0.13
2011-03-06 16:37, 4.6, 0.18
2011-03-06 16:51, 8.6, 0.34
2011-03-06 17:07, 2.3, 0.09
2011-03-06 17:14, 3.3, 0.13
2011-03-06 17:21, 3.8, 0.15
2011-03-06 17:38, 4.8, 0.19
2011-03-06 17:51, 5.3, 0.21
2011-03-06 18:12, 1.3, 0.05
2011-03-06 18:30, 3.6, 0.14
2011-03-06 18:40, 4.8, 0.19
2011-03-06 18:51, 4.8, 0.19
2011-03-06 19:27, 0.8, 0.03
2011-03-06 19:51, 4.3, 0.17
2011-03-06 20:09, 2.0, 0.08
2011-03-06 20:40, 5.8, 0.23
2011-03-06 20:51, 7.6, 0.30
2011-03-06 20:59, 0.8, 0.03
2011-03-06 21:06, 2.0, 0.08
2011-03-06 21:15, 2.8, 0.11
2011-03-06 21:41, 5.8, 0.23
2011-03-06 21:51, 6.9, 0.27
2011-03-06 22:07, 1.3, 0.05
2011-03-06 22:29, 2.8, 0.11
2011-03-06 22:37, 3.0, 0.12
2011-03-06 22:51, 4.3, 0.17
2011-03-06 23:01, 0.0, 0.00
2011-03-06 23:51, 0.5, 0.02
2011-03-07 00:19, 0.3, 0.01
2011-03-07 00:51, 0.3, 0.01
2011-03-07 01:02, 0.0, 0.00
2011-03-07 01:18, 0.8, 0.03
2011-03-07 01:28, 1.8, 0.07
2011-03-07 01:51, 1.8, 0.07
2011-03-07 02:43, 0.3, 0.01
2011-03-07 02:51, 0.3, 0.01
2011-03-07 03:17, 0.0, 0.00
2011-03-07 03:24, 0.0, 0.00
2011-03-07 03:42, 0.0, 0.00
2011-03-07 03:51, 0.0, 0.00
2011-04-16 14:42, 0.3, 0.01
2011-04-16 14:51, 0.3, 0.01
2011-04-16 15:02, 0.3, 0.01
2011-04-16 15:51, 0.3, 0.01
2011-04-16 16:16, 0.5, 0.02
2011-04-16 16:51, 2.0, 0.08
2011-04-16 17:06, 0.5, 0.02
2011-04-16 17:28, 1.0, 0.04
2011-04-16 17:41, 1.0, 0.04
2011-04-16 17:51, 1.0, 0.04
2011-04-16 18:51, 1.3, 0.05
2011-04-16 19:12, 1.0, 0.04
2011-04-16 19:35, 4.1, 0.16
2011-04-16 19:42, 4.3, 0.17
2011-04-16 19:51, 4.6, 0.18
2011-04-16 20:22, 0.8, 0.03
2011-04-16 20:33, 1.3, 0.05
2011-04-16 20:51, 2.5, 0.10
2011-04-16 21:01, 1.0, 0.04
2011-04-16 21:25, 4.8, 0.19
2011-04-16 21:36, 5.8, 0.23
2011-04-16 21:51, 7.4, 0.29
2011-04-16 21:57, 0.5, 0.02
2011-04-16 22:12, 2.3, 0.09
2011-04-16 22:19, 3.8, 0.15
2011-04-16 22:51, 13.7, 0.54
2011-04-16 22:58, 0.8, 0.03
2011-04-16 23:09, 1.8, 0.07
2011-04-16 23:51, 3.6, 0.14
2011-04-17 00:51, 0.3, 0.01
2011-04-17 01:09, 0.5, 0.02
2011-04-17 01:17, 4.1, 0.16
2011-04-17 01:20, 4.6, 0.18
2011-04-17 01:37, 6.9, 0.27
2011-04-17 01:42, 7.1, 0.28
2011-04-17 01:51, 7.1, 0.28
2011-04-17 02:03, 0.3, 0.01
2011-04-17 02:51, 0.8, 0.03
2011-04-17 03:51, 0.5, 0.02
2011-04-17 23:51, 0.0, 0.00
2011-05-17 07:47, 5.3, 0.21
2011-05-17 09:01, 1.5, 0.06
2011-05-17 09:11, 2.3, 0.09
2011-05-17 09:51, 2.5, 0.10
2011-05-17 10:51, 0.3, 0.01
2011-05-17 13:51, 0.0, 0.00
2011-05-17 14:51, 0.0, 0.00
2011-05-17 22:48, 0.3, 0.01
2011-05-17 22:51, 0.3, 0.01
2011-05-17 23:48, 1.0, 0.04
2011-05-17 23:51, 1.3, 0.05
2011-05-18 00:02, 0.5, 0.02
2011-05-18 00:51, 0.5, 0.02
2011-05-18 01:51, 0.0, 0.00
2011-05-18 02:37, 0.3, 0.01
2011-05-18 02:49, 4.6, 0.18
2011-05-18 02:51, 4.6, 0.18
2011-05-18 03:51, 0.3, 0.01
2011-05-18 04:51, 0.3, 0.01
2011-05-18 05:04, 0.0, 0.00
2011-05-18 05:40, 2.3, 0.09
2011-05-18 05:46, 3.0, 0.12
2011-05-18 05:51, 4.3, 0.17
2011-05-18 06:18, 5.6, 0.22
2011-05-18 06:26, 5.6, 0.22
2011-05-18 06:51, 5.8, 0.23
2011-05-18 07:51, 0.3, 0.01
2011-05-18 14:26, 0.0, 0.00
2011-05-18 14:37, 1.8, 0.07
2011-05-18 14:51, 1.8, 0.07
2011-05-18 15:15, 0.0, 0.00
2011-05-18 15:23, 3.0, 0.12
2011-05-18 15:38, 5.3, 0.21
2011-05-18 15:45, 6.3, 0.25
2011-05-18 15:51, 6.9, 0.27
2011-05-18 16:10, 3.8, 0.15
2011-05-18 16:23, 12.2, 0.48
2011-05-18 16:32, 12.7, 0.50
2011-05-18 16:51, 13.2, 0.52
2011-05-18 17:05, 0.3, 0.01
2011-05-18 17:31, 0.8, 0.03
2011-05-18 17:51, 1.3, 0.05
2011-05-18 19:41, 0.8, 0.03
2011-05-18 19:47, 1.5, 0.06
2011-05-18 19:51, 1.5, 0.06
2011-05-18 20:00, 0.0, 0.00
2011-05-18 20:41, 0.5, 0.02
2011-05-18 20:51, 0.5, 0.02
2011-05-18 21:01, 1.3, 0.05
2011-05-18 21:18, 2.5, 0.10
2011-05-18 21:40, 3.8, 0.15
2011-05-18 21:48, 3.8, 0.15
2011-05-18 21:56, 0.5, 0.02
2011-05-18 22:30, 3.8, 0.15
2011-05-18 22:51, 4.1, 0.16
2011-05-18 23:20, 0.5, 0.02
2011-05-18 23:27, 1.8, 0.07
2011-05-18 23:37, 3.0, 0.12
2011-05-18 23:41, 3.0, 0.12
2011-05-18 23:51, 5.1, 0.20
2011-05-18 23:59, 1.0, 0.04
2011-08-14 00:51, 0.0, 0.00
2011-08-14 01:41, 0.8, 0.03
2011-08-14 01:48, 3.0, 0.12
2011-08-14 01:58, 1.3, 0.05
2011-08-14 02:11, 5.8, 0.23
2011-08-14 02:33, 17.8, 0.70
2011-08-14 02:46, 30.5, 1.20
2011-08-14 02:51, 32.5, 1.28
2011-08-14 03:11, 3.0, 0.12
2011-08-14 03:21, 3.0, 0.12
2011-08-14 03:28, 3.0, 0.12
2011-08-14 03:37, 3.6, 0.14
2011-08-14 03:47, 3.8, 0.15
2011-08-14 03:51, 4.1, 0.16
2011-08-14 03:59, 1.8, 0.07
2011-08-14 04:19, 4.3, 0.17
2011-08-14 04:21, 4.3, 0.17
2011-08-14 04:43, 5.3, 0.21
2011-08-14 04:49, 6.6, 0.26
2011-08-14 04:51, 7.4, 0.29
2011-08-14 05:29, 10.4, 0.41
2011-08-14 05:51, 16.5, 0.65
2011-08-14 06:07, 4.6, 0.18
2011-08-14 06:15, 5.3, 0.21
2011-08-14 06:25, 8.9, 0.35
2011-08-14 06:51, 12.2, 0.48
2011-08-14 07:10, 2.0, 0.08
2011-08-14 07:35, 4.6, 0.18
2011-08-14 07:51, 5.6, 0.22
2011-08-14 08:13, 1.0, 0.04
2011-08-14 08:18, 1.3, 0.05
2011-08-14 08:37, 2.3, 0.09
2011-08-14 08:46, 2.5, 0.10
2011-08-14 08:51, 2.8, 0.11
2011-08-14 08:58, 0.3, 0.01
2011-08-14 09:11, 0.8, 0.03
2011-08-14 09:24, 1.5, 0.06
2011-08-14 09:34, 2.0, 0.08
2011-08-14 09:51, 4.3, 0.17
2011-08-14 10:04, 2.5, 0.10
2011-08-14 10:25, 7.9, 0.31
2011-08-14 10:32, 8.6, 0.34
2011-08-14 10:51, 10.9, 0.43
2011-08-14 11:17, 2.3, 0.09
2011-08-14 11:29, 3.0, 0.12
2011-08-14 11:51, 4.8, 0.19
2011-08-14 12:06, 0.5, 0.02
2011-08-14 12:20, 0.8, 0.03
2011-08-14 12:30, 0.8, 0.03
2011-08-14 12:33, 1.0, 0.04
2011-08-14 12:51, 1.0, 0.04
2011-08-14 13:08, 0.3, 0.01
2011-08-14 13:51, 0.5, 0.02
2011-08-14 13:58, 0.3, 0.01
2011-08-14 14:04, 1.3, 0.05
2011-08-14 14:38, 4.1, 0.16
2011-08-14 14:51, 5.1, 0.20
2011-08-14 15:07, 0.8, 0.03
2011-08-14 15:14, 1.0, 0.04
2011-08-14 15:19, 1.3, 0.05
2011-08-14 15:26, 2.0, 0.08
2011-08-14 15:51, 5.1, 0.20
2011-08-14 15:58, 0.5, 0.02
2011-08-14 16:51, 2.5, 0.10
2011-08-14 17:39, 0.8, 0.03
2011-08-14 17:51, 2.0, 0.08
2011-08-14 18:14, 1.8, 0.07
2011-08-14 18:41, 2.5, 0.10
2011-08-14 18:44, 2.5, 0.10
2011-08-14 18:51, 3.3, 0.13
2011-08-14 19:21, 1.3, 0.05
2011-08-14 19:30, 1.3, 0.05
2011-08-14 19:35, 1.3, 0.05
2011-08-14 19:46, 1.5, 0.06
2011-08-14 19:51, 1.5, 0.06
2011-08-14 19:58, 0.5, 0.02
2011-08-14 20:12, 1.5, 0.06
2011-08-14 20:49, 2.5, 0.10
2011-08-14 20:51, 2.8, 0.11
2011-08-14 20:59, 0.5, 0.02
2011-08-14 21:18, 1.5, 0.06
2011-08-14 22:07, 10.2, 0.40
2011-08-14 22:09, 10.9, 0.43
2011-08-14 22:18, 11.7, 0.46
2011-08-14 22:26, 11.9, 0.47
2011-08-14 22:28, 12.2, 0.48
2011-08-14 22:37, 13.0, 0.51
2011-08-14 22:51, 13.2, 0.52
2011-08-14 23:04, 0.3, 0.01
2011-08-14 23:28, 0.3, 0.01
2011-08-14 23:51, 0.3, 0.01
2011-08-15 10:28, 0.0, 0.00
2011-08-15 10:51, 0.0, 0.00
2011-08-15 15:51, 1.0, 0.04
2011-08-15 16:39, 0.5, 0.02
2011-08-15 16:49, 0.5, 0.02
2011-08-15 16:55, 4.3, 0.17
2011-08-15 17:12, 11.9, 0.47
2011-08-15 17:20, 11.9, 0.47
2011-08-15 17:27, 11.9, 0.47
2011-08-15 17:41, 11.9, 0.47
2011-08-15 17:51, 11.9, 0.47
2011-08-27 04:51, 0.0, 0.00
2011-08-27 05:02, 0.0, 0.00
2011-08-27 05:42, 0.0, 0.00
2011-08-27 05:51, 0.0, 0.00
2011-08-27 09:51, 0.0, 0.00
2011-08-27 11:11, 0.0, 0.00
2011-08-27 11:18, 6.1, 0.24
2011-08-27 11:25, 6.6, 0.26
2011-08-27 11:31, 6.9, 0.27
2011-08-27 11:41, 7.1, 0.28
2011-08-27 11:51, 7.1, 0.28
2011-08-27 13:07, 0.5, 0.02
2011-08-27 13:13, 2.0, 0.08
2011-08-27 13:25, 2.5, 0.10
2011-08-27 13:51, 2.8, 0.11
2011-08-27 14:51, 0.0, 0.00
2011-08-27 15:06, 0.0, 0.00
2011-08-27 15:31, 0.0, 0.00
2011-08-27 15:39, 0.0, 0.00
2011-08-27 15:51, 0.0, 0.00
2011-08-27 16:51, 0.0, 0.00
2011-08-27 17:39, 1.3, 0.05
2011-08-27 17:51, 1.3, 0.05
2011-08-27 18:51, 0.8, 0.03
2011-08-27 19:40, 2.5, 0.10
2011-08-27 19:51, 3.6, 0.14
2011-08-27 20:01, 3.0, 0.12
2011-08-27 20:09, 7.1, 0.28
2011-08-27 20:16, 9.1, 0.36
2011-08-27 20:40, 12.4, 0.49
2011-08-27 20:51, 13.2, 0.52
2011-08-27 20:59, 0.8, 0.03
2011-08-27 21:07, 1.0, 0.04
2011-08-27 21:10, 1.5, 0.06
2011-08-27 21:24, 2.8, 0.11
2011-08-27 21:51, 4.1, 0.16
2011-08-27 22:37, 5.1, 0.20
2011-08-27 22:47, 6.3, 0.25
2011-08-27 22:51, 7.1, 0.28
2011-08-27 22:59, 7.6, 0.30
2011-08-27 23:12, 11.2, 0.44
2011-08-27 23:22, 12.2, 0.48
2011-08-27 23:48, 14.7, 0.58
2011-08-27 23:51, 14.7, 0.58
2011-08-28 00:02, 2.0, 0.08
2011-08-28 00:51, 14.7, 0.58
2011-08-28 00:53, 1.3, 0.05
2011-08-28 01:00, 4.3, 0.17
2011-08-28 01:12, 8.9, 0.35
2011-08-28 01:22, 13.5, 0.53
2011-08-28 01:30, 17.3, 0.68
2011-08-28 01:40, 19.0, 0.75
2011-08-28 01:51, 22.6, 0.89
2011-08-28 02:06, 4.6, 0.18
2011-08-28 02:09, 5.1, 0.20
2011-08-28 02:21, 5.8, 0.23
2011-08-28 02:26, 5.8, 0.23
2011-08-28 02:51, 10.2, 0.40
2011-08-28 03:13, 0.5, 0.02
2011-08-28 03:19, 3.0, 0.12
2011-08-28 03:23, 4.1, 0.16
2011-08-28 03:35, 5.1, 0.20
2011-08-28 03:45, 6.1, 0.24
2011-08-28 03:51, 7.6, 0.30
2011-08-28 04:00, 2.3, 0.09
2011-08-28 04:12, 10.4, 0.41
2011-08-28 04:24, 12.4, 0.49
2011-08-28 04:51, 15.0, 0.59
2011-08-28 05:28, 5.8, 0.23
2011-08-28 05:51, 8.6, 0.34
